DateTime,MinuteOfDay,Day,Month,Tair,WS,RH,SS10,GHI10,P
01/09/2021 06:00,360,1,9,0,0,0,318.852801,318.852801,0
01/09/2021 06:15,375,1,9,0,0,0,318.5781608,318.5781608,0
01/09/2021 06:30,390,1,9,0,0,0,318.3035099,318.3035099,0
01/09/2021 06:45,405,1,9,0,0,0,318.0288483,318.0288483,0
01/09/2021 07:00,420,1,9,0,0,0,317.7541759,317.7541759,0
01/09/2021 07:15,435,1,9,15.2,0.935,0.805,317.4794928,317.4794928,923
01/09/2021 07:30,450,1,9,15.3,1.32,0.81,317.204799,317.204799,973
01/09/2021 07:45,465,1,9,15.4,1.375,0.79,316.9300945,316.9300945,1115
01/09/2021 08:00,480,1,9,15.6,1.42,0.79,316.6553792,316.6553792,1396
01/09/2021 08:15,495,1,9,15.7,1.45,0.78,316.3806532,316.3806532,1588
01/09/2021 08:30,510,1,9,15.7,1.44,0.77,316.1059165,316.1059165,1677
01/09/2021 08:45,525,1,9,15.9,1.315,0.765,315.831169,315.831169,1735
01/09/2021 09:00,540,1,9,16,1.07,0.75,315.5564108,315.5564108,2116
01/09/2021 09:15,555,1,9,16.15,1.2,0.735,315.2816419,315.2816419,2252
01/09/2021 09:30,570,1,9,16.3,1.36,0.72,315.0068622,315.0068622,2361
01/09/2021 09:45,585,1,9,16.45,1.305,0.7,314.7320718,314.7320718,2003
01/09/2021 10:00,600,1,9,16.5,1.34,0.69,314.4572706,314.4572706,2480
01/09/2021 10:15,615,1,9,16.6,1.595,0.7,314.1824586,314.1824586,2818
01/09/2021 10:30,630,1,9,16.7,1.44,0.71,313.907636,313.907636,3339
01/09/2021 10:45,645,1,9,16.9,1.55,0.695,313.6328025,313.6328025,4349
01/09/2021 11:00,660,1,9,17.1,1.5,0.67,313.3579583,313.3579583,4771
01/09/2021 11:15,675,1,9,17.2,1.545,0.655,313.0831034,313.0831034,4245
01/09/2021 11:30,690,1,9,17.4,2,0.68,312.8082376,312.8082376,4089
01/09/2021 11:45,705,1,9,17.35,1.84,0.67,312.5333612,312.5333612,4083
01/09/2021 12:00,720,1,9,17.7,1.44,0.65,312.2584739,312.2584739,4262
01/09/2021 12:15,735,1,9,17.55,1.565,0.65,311.9835759,311.9835759,3993
01/09/2021 12:30,750,1,9,17.7,1.4,0.65,311.7086671,311.7086671,3580
01/09/2021 12:45,765,1,9,17.7,1.575,0.645,311.4337476,311.4337476,4332
01/09/2021 13:00,780,1,9,18.1,1.13,0.65,311.1588173,311.1588173,3446
01/09/2021 13:15,795,1,9,17.8,1.675,0.66,310.8838762,310.8838762,3774
01/09/2021 13:30,810,1,9,17.7,1.85,0.67,310.6089243,310.6089243,2531
01/09/2021 13:45,825,1,9,17.7,1.81,0.67,310.3339616,310.3339616,2210
01/09/2021 14:00,840,1,9,17.6,1.48,0.68,310.0589882,310.0589882,2148
01/09/2021 14:15,855,1,9,17.85,1.545,0.67,309.784004,309.784004,1569
01/09/2021 14:30,870,1,9,17.7,1.54,0.68,309.509009,309.509009,1578
01/09/2021 14:45,885,1,9,17.8,1.345,0.665,309.2340032,309.2340032,1717
01/09/2021 15:00,900,1,9,17.9,1.15,0.68,308.9589866,308.9589866,1374
01/09/2021 15:15,915,1,9,17.95,1.375,0.67,308.6839592,308.6839592,1350
01/09/2021 15:30,930,1,9,17.9,1.69,0.68,308.408921,308.408921,1483
01/09/2021 15:45,945,1,9,17.85,1.44,0.685,308.1338721,308.1338721,1622
01/09/2021 16:00,960,1,9,17.8,1.32,0.68,307.8588123,307.8588123,1361
01/09/2021 16:15,975,1,9,17.55,1.5,0.69,307.5837417,307.5837417,1081
01/09/2021 16:30,990,1,9,17.5,1.29,0.7,307.3086604,307.3086604,860
01/09/2021 16:45,1005,1,9,0,0,0,307.0335682,307.0335682,0
01/09/2021 17:00,1020,1,9,0,0,0,306.7584652,306.7584652,0
01/09/2021 17:15,1035,1,9,0,0,0,306.4833514,306.4833514,0
01/09/2021 17:30,1050,1,9,0,0,0,306.2082268,306.2082268,0
01/09/2021 17:45,1065,1,9,0,0,0,305.9330914,305.9330914,0
01/09/2021 18:00,1080,1,9,0,0,0,305.6579452,305.6579452,0
01/09/2021 18:15,1095,1,9,0,0,0,305.3827881,305.3827881,0
01/09/2021 18:30,1110,1,9,0,0,0,305.1076202,305.1076202,0
01/09/2021 18:45,1125,1,9,0,0,0,304.8324416,304.8324416,0
01/09/2021 19:00,1140,1,9,0,0,0,304.557252,304.557252,0
01/09/2021 19:15,1155,1,9,0,0,0,304.2820517,304.2820517,0
01/09/2021 19:30,1170,1,9,0,0,0,304.0068405,304.0068405,0
01/09/2021 19:45,1185,1,9,0,0,0,303.7316185,303.7316185,0
02/09/2021 06:00,360,2,9,8.9,0.9,0.99,303.4563857,303.4563857,739
02/09/2021 06:15,375,2,9,10.15,0.46,0.995,303.1811421,303.1811421,1067
02/09/2021 06:30,390,2,9,11.6,0.06,0.99,302.9058876,302.9058876,1307
02/09/2021 06:45,405,2,9,12.65,0.03,0.975,302.6306222,302.6306222,1449
02/09/2021 07:00,420,2,9,13.9,0,0.96,302.355346,302.355346,1450
02/09/2021 07:15,435,2,9,14.7,0.46,0.9,302.080059,302.080059,1756
02/09/2021 07:30,450,2,9,15.8,1.11,0.84,301.8047612,301.8047612,2428
02/09/2021 07:45,465,2,9,16.4,1.55,0.79,301.5294524,301.5294524,2990
02/09/2021 08:00,480,2,9,16.9,1.5,0.78,301.2541329,301.2541329,3584
02/09/2021 08:15,495,2,9,17.05,1.47,0.72,300.9788025,300.9788025,4335
02/09/2021 08:30,510,2,9,17.3,1.15,0.7,300.7034612,300.7034612,4895
02/09/2021 08:45,525,2,9,16.9,1.015,0.72,300.4281091,300.4281091,6599
02/09/2021 09:00,540,2,9,17,1.11,0.71,300.1527461,300.1527461,7192
02/09/2021 09:15,555,2,9,17.2,1.315,0.705,299.8773723,299.8773723,5196
02/09/2021 09:30,570,2,9,17.3,1.95,0.71,299.6019876,299.6019876,7034
02/09/2021 09:45,585,2,9,17.4,1.985,0.7,299.326592,299.326592,2355
02/09/2021 10:00,600,2,9,18,2.1,0.67,299.0511856,299.0511856,7311
02/09/2021 10:15,615,2,9,18.2,1.695,0.68,298.7757683,298.7757683,9339
02/09/2021 10:30,630,2,9,18.3,1.5,0.67,298.5003401,298.5003401,8431
02/09/2021 10:45,645,2,9,18.3,1.185,0.675,298.2249011,298.2249011,11071
02/09/2021 11:00,660,2,9,18.6,1.03,0.65,297.9494512,297.9494512,11618
02/09/2021 11:15,675,2,9,19.75,1.495,0.645,297.6739904,297.6739904,9389
02/09/2021 11:30,690,2,9,19,1.93,0.64,297.3985187,297.3985187,6029
02/09/2021 11:45,705,2,9,19.15,1.35,0.655,297.1230362,297.1230362,7393
02/09/2021 12:00,720,2,9,19.5,1.21,0.64,296.8475427,296.8475427,5461
02/09/2021 12:15,735,2,9,19.6,1.84,0.635,296.5720384,296.5720384,6151
02/09/2021 12:30,750,2,9,19.9,1.03,0.62,296.2965232,296.2965232,5872
02/09/2021 12:45,765,2,9,20.2,1.375,0.62,296.0209971,296.0209971,3721
02/09/2021 13:00,780,2,9,20.3,0.94,0.61,295.7454601,295.7454601,5278
02/09/2021 13:15,795,2,9,20.45,1.265,0.6,295.4699123,295.4699123,3938
02/09/2021 13:30,810,2,9,20.4,2.31,0.64,295.1943535,295.1943535,3920
02/09/2021 13:45,825,2,9,20.8,2.375,0.615,294.9187838,294.9187838,3703
02/09/2021 14:00,840,2,9,20.7,2.41,0.61,294.6432032,294.6432032,7042
02/09/2021 14:15,855,2,9,21.2,2.79,0.595,294.3676118,294.3676118,10327
02/09/2021 14:30,870,2,9,21.1,2.45,0.58,294.0920094,294.0920094,8750
02/09/2021 14:45,885,2,9,21.1,1.945,0.58,293.8163961,293.8163961,8247
02/09/2021 15:00,900,2,9,21.1,1.65,0.58,293.5407719,293.5407719,8320
02/09/2021 15:15,915,2,9,21.1,1.18,0.58,293.2651368,293.2651368,6025
02/09/2021 15:30,930,2,9,22.2,0.82,0.56,292.9894908,292.9894908,4876
02/09/2021 15:45,945,2,9,21.05,2.385,0.595,292.7138339,292.7138339,5117
02/09/2021 16:00,960,2,9,20.4,1.81,0.63,292.438166,292.438166,4690
02/09/2021 16:15,975,2,9,21,1.295,0.595,292.1624873,292.1624873,3969
02/09/2021 16:30,990,2,9,20.8,2.02,0.61,291.8867976,291.8867976,3236
02/09/2021 16:45,1005,2,9,20.55,2.58,0.615,291.611097,291.611097,2639
02/09/2021 17:00,1020,2,9,20.3,1.83,0.62,291.3353855,291.3353855,2120
02/09/2021 17:15,1035,2,9,19.8,1.865,0.655,291.059663,291.059663,1574
02/09/2021 17:30,1050,2,9,19.2,1.77,0.68,290.7839296,290.7839296,1137
02/09/2021 17:45,1065,2,9,0,0,0,290.5081853,290.5081853,0
02/09/2021 18:00,1080,2,9,0,0,0,290.2324301,290.2324301,0
02/09/2021 18:15,1095,2,9,0,0,0,289.9566639,289.9566639,0
02/09/2021 18:30,1110,2,9,0,0,0,289.6808868,289.6808868,0
02/09/2021 18:45,1125,2,9,0,0,0,289.4050987,289.4050987,0
02/09/2021 19:00,1140,2,9,0,0,0,289.1292997,289.1292997,0
02/09/2021 19:15,1155,2,9,0,0,0,288.8534898,288.8534898,0
02/09/2021 19:30,1170,2,9,0,0,0,288.5776689,288.5776689,0
02/09/2021 19:45,1185,2,9,0,0,0,288.301837,288.301837,0
03/09/2021 06:00,360,3,9,11.6,1.01,1,288.0259942,288.0259942,435
03/09/2021 06:15,375,3,9,12.6,1.82,0.98,287.7501405,287.7501405,570
03/09/2021 06:30,390,3,9,13.1,1.93,0.97,287.4742758,287.4742758,722
03/09/2021 06:45,405,3,9,13.7,1.77,0.955,287.1984001,287.1984001,935
03/09/2021 07:00,420,3,9,14.6,1.77,0.92,286.9225135,286.9225135,1207
