DateTime,MinuteOfDay,Day,Month,Tair,WS,RH,SS2,GHI2,P
01/09/2021 06:00,360,1,9,0,0,0,351.8201449,351.8201449,0
01/09/2021 06:15,375,1,9,0,0,0,-25.08282154,-25.08282154,0
01/09/2021 06:30,390,1,9,0,0,0,-249.3626857,-249.3626857,0
01/09/2021 06:45,405,1,9,0,0,0,-253.5108138,-253.5108138,0
01/09/2021 07:00,420,1,9,0,0,0,-103.7862903,-103.7862903,0
01/09/2021 07:15,435,1,9,15.2,0.935,0.805,86.93474279,86.93474279,923
01/09/2021 07:30,450,1,9,15.3,1.32,0.81,167.1941009,167.1941009,973
01/09/2021 07:45,465,1,9,15.4,1.375,0.79,124.2028991,124.2028991,1115
01/09/2021 08:00,480,1,9,15.6,1.42,0.79,4.819673335,4.819673335,1396
01/09/2021 08:15,495,1,9,15.7,1.45,0.78,-69.99357866,-69.99357866,1588
01/09/2021 08:30,510,1,9,15.7,1.44,0.77,-32.79708619,-32.79708619,1677
01/09/2021 08:45,525,1,9,15.9,1.315,0.765,67.27428181,67.27428181,1735
01/09/2021 09:00,540,1,9,16,1.07,0.75,141.3349597,141.3349597,2116
01/09/2021 09:15,555,1,9,16.15,1.2,0.735,106.6338603,106.6338603,2252
01/09/2021 09:30,570,1,9,16.3,1.36,0.72,-57.11833935,-57.11833935,2361
01/09/2021 09:45,585,1,9,16.45,1.305,0.7,-303.8338537,-303.8338537,2003
01/09/2021 10:00,600,1,9,16.5,1.34,0.69,-401.9855525,-401.9855525,2480
01/09/2021 10:15,615,1,9,16.6,1.595,0.7,-205.1176954,-205.1176954,2818
01/09/2021 10:30,630,1,9,16.7,1.44,0.71,133.7080984,133.7080984,3339
01/09/2021 10:45,645,1,9,16.9,1.55,0.695,416.6494157,416.6494157,4349
01/09/2021 11:00,660,1,9,17.1,1.5,0.67,507.1080627,507.1080627,4771
01/09/2021 11:15,675,1,9,17.2,1.545,0.655,336.112612,336.112612,4245
01/09/2021 11:30,690,1,9,17.4,2,0.68,35.44471335,35.44471335,4089
01/09/2021 11:45,705,1,9,17.35,1.84,0.67,-258.2803129,-258.2803129,4083
01/09/2021 12:00,720,1,9,17.7,1.44,0.65,-417.3687282,-417.3687282,4262
01/09/2021 12:15,735,1,9,17.55,1.565,0.65,-325.7321146,-325.7321146,3993
01/09/2021 12:30,750,1,9,17.7,1.4,0.65,-59.25526493,-59.25526493,3580
01/09/2021 12:45,765,1,9,17.7,1.575,0.645,234.990062,234.990062,4332
01/09/2021 13:00,780,1,9,18.1,1.13,0.65,362.0870724,362.0870724,3446
01/09/2021 13:15,795,1,9,17.8,1.675,0.66,235.7650427,235.7650427,3774
01/09/2021 13:30,810,1,9,17.7,1.85,0.67,-51.20345263,-51.20345263,2531
01/09/2021 13:45,825,1,9,17.7,1.81,0.67,-305.3704918,-305.3704918,2210
01/09/2021 14:00,840,1,9,17.6,1.48,0.68,-431.5463112,-431.5463112,2148
01/09/2021 14:15,855,1,9,17.85,1.545,0.67,-400.834351,-400.834351,1569
01/09/2021 14:30,870,1,9,17.7,1.54,0.68,-305.0986215,-305.0986215,1578
01/09/2021 14:45,885,1,9,17.8,1.345,0.665,-185.8038842,-185.8038842,1717
01/09/2021 15:00,900,1,9,17.9,1.15,0.68,-51.76059596,-51.76059596,1374
01/09/2021 15:15,915,1,9,17.95,1.375,0.67,126.4938658,126.4938658,1350
01/09/2021 15:30,930,1,9,17.9,1.69,0.68,346.3112194,346.3112194,1483
01/09/2021 15:45,945,1,9,17.85,1.44,0.685,527.6761917,527.6761917,1622
01/09/2021 16:00,960,1,9,17.8,1.32,0.68,579.3936477,579.3936477,1361
01/09/2021 16:15,975,1,9,17.55,1.5,0.69,453.1245804,453.1245804,1081
01/09/2021 16:30,990,1,9,17.5,1.29,0.7,190.1627375,190.1627375,860
01/09/2021 16:45,1005,1,9,0,0,0,-89.26610086,-89.26610086,0
01/09/2021 17:00,1020,1,9,0,0,0,-288.0957052,-288.0957052,0
01/09/2021 17:15,1035,1,9,0,0,0,-401.6175174,-401.6175174,0
01/09/2021 17:30,1050,1,9,0,0,0,-447.0941496,-447.0941496,0
01/09/2021 17:45,1065,1,9,0,0,0,-441.6072446,-441.6072446,0
01/09/2021 18:00,1080,1,9,0,0,0,-401.3361958,-401.3361958,0
01/09/2021 18:15,1095,1,9,0,0,0,-337.4106523,-337.4106523,0
01/09/2021 18:30,1110,1,9,0,0,0,-246.5016682,-246.5016682,0
01/09/2021 18:45,1125,1,9,0,0,0,-133.2681706,-133.2681706,0
01/09/2021 19:00,1140,1,9,0,0,0,-15.82767939,-15.82767939,0
01/09/2021 19:15,1155,1,9,0,0,0,84.92287167,84.92287167,0
01/09/2021 19:30,1170,1,9,0,0,0,148.086549,148.086549,0
01/09/2021 19:45,1185,1,9,0,0,0,152.7664189,152.7664189,0
02/09/2021 06:00,360,2,9,8.9,0.9,0.99,86.1448249,86.1448249,739
02/09/2021 06:15,375,2,9,10.15,0.46,0.995,-32.27878066,-32.27878066,1067
02/09/2021 06:30,390,2,9,11.6,0.06,0.99,-169.9652614,-169.9652614,1307
02/09/2021 06:45,405,2,9,12.65,0.03,0.975,-275.03047,-275.03047,1449
02/09/2021 07:00,420,2,9,13.9,0,0.96,-294.4198749,-294.4198749,1450
02/09/2021 07:15,435,2,9,14.7,0.46,0.9,-200.2340254,-200.2340254,1756
02/09/2021 07:30,450,2,9,15.8,1.11,0.84,-34.83975154,-34.83975154,2428
02/09/2021 07:45,465,2,9,16.4,1.55,0.79,157.6019756,157.6019756,2990
02/09/2021 08:00,480,2,9,16.9,1.5,0.78,384.7250315,384.7250315,3584
02/09/2021 08:15,495,2,9,17.05,1.47,0.72,683.6226605,683.6226605,4335
02/09/2021 08:30,510,2,9,17.3,1.15,0.7,1027.36512,1027.36512,4895
02/09/2021 08:45,525,2,9,16.9,1.015,0.72,1329.343888,1329.343888,6599
02/09/2021 09:00,540,2,9,17,1.11,0.71,1430.422295,1430.422295,7192
02/09/2021 09:15,555,2,9,17.2,1.315,0.705,982.6366501,982.6366501,5196
02/09/2021 09:30,570,2,9,17.3,1.95,0.71,-615.5633832,-615.5633832,7034
02/09/2021 09:45,585,2,9,17.4,1.985,0.7,-2141.405878,-2141.405878,2355
02/09/2021 10:00,600,2,9,18,2.1,0.67,-1613.115239,-1613.115239,7311
02/09/2021 10:15,615,2,9,18.2,1.695,0.68,419.0346204,419.0346204,9339
02/09/2021 10:30,630,2,9,18.3,1.5,0.67,2494.818567,2494.818567,8431
02/09/2021 10:45,645,2,9,18.3,1.185,0.675,3086.273046,3086.273046,11071
02/09/2021 11:00,660,2,9,18.6,1.03,0.65,2252.455175,2252.455175,11618
02/09/2021 11:15,675,2,9,19.75,1.495,0.645,565.1768437,565.1768437,9389
02/09/2021 11:30,690,2,9,19,1.93,0.64,-988.1199778,-988.1199778,6029
02/09/2021 11:45,705,2,9,19.15,1.35,0.655,-1605.331799,-1605.331799,7393
02/09/2021 12:00,720,2,9,19.5,1.21,0.64,-1699.163614,-1699.163614,5461
02/09/2021 12:15,735,2,9,19.6,1.84,0.635,-2011.061062,-2011.061062,6151
02/09/2021 12:30,750,2,9,19.9,1.03,0.62,-2564.94336,-2564.94336,5872
02/09/2021 12:45,765,2,9,20.2,1.375,0.62,-3023.859961,-3023.859961,3721
02/09/2021 13:00,780,2,9,20.3,0.94,0.61,-3384.250029,-3384.250029,5278
02/09/2021 13:15,795,2,9,20.45,1.265,0.6,-3478.658332,-3478.658332,3938
02/09/2021 13:30,810,2,9,20.4,2.31,0.64,-3094.771768,-3094.771768,3920
02/09/2021 13:45,825,2,9,20.8,2.375,0.615,-2014.630313,-2014.630313,3703
02/09/2021 14:00,840,2,9,20.7,2.41,0.61,-221.3062287,-221.3062287,7042
02/09/2021 14:15,855,2,9,21.2,2.79,0.595,1484.421215,1484.421215,10327
02/09/2021 14:30,870,2,9,21.1,2.45,0.58,2268.459308,2268.459308,8750
02/09/2021 14:45,885,2,9,21.1,1.945,0.58,1978.59089,1978.59089,8247
02/09/2021 15:00,900,2,9,21.1,1.65,0.58,839.3445317,839.3445317,8320
02/09/2021 15:15,915,2,9,21.1,1.18,0.58,-229.9809981,-229.9809981,6025
02/09/2021 15:30,930,2,9,22.2,0.82,0.56,-802.5206215,-802.5206215,4876
02/09/2021 15:45,945,2,9,21.05,2.385,0.595,-846.4912125,-846.4912125,5117
02/09/2021 16:00,960,2,9,20.4,1.81,0.63,-602.0777269,-602.0777269,4690
02/09/2021 16:15,975,2,9,21,1.295,0.595,-317.161269,-317.161269,3969
02/09/2021 16:30,990,2,9,20.8,2.02,0.61,-74.558489,-74.558489,3236
