,times,YYYYMMDD,HH,T,SQ,Q,DR,RH,VV,N,U,M,R,S,O,Y,year,month,day,hour,Unnamed: 0,power,active_sessions
37824,2022-01-30 00:00:00,2022-01-30,00,4.800000000000001,0.0,0.0,0.0,0.0,65.0,8.0,82.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,0,2022-01-30 00:00:00,0.0,0.0
37825,2022-01-30 00:15:00,2022-01-30,00,4.800000000000001,0.0,0.0,0.0,0.0,65.0,8.0,82.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,0,2022-01-30 00:15:00,0.0,0.0
37826,2022-01-30 00:30:00,2022-01-30,00,4.800000000000001,0.0,0.0,0.0,0.0,65.0,8.0,82.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,0,2022-01-30 00:30:00,0.0,0.0
37827,2022-01-30 00:45:00,2022-01-30,00,4.800000000000001,0.0,0.0,0.0,0.0,65.0,8.0,82.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,0,2022-01-30 00:45:00,0.0,0.0
37828,2022-01-30 01:00:00,2022-01-30,01,6.9,0.0,0.0,0.0,0.0,62.0,2.0,70.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,1,2022-01-30 01:00:00,0.0,0.0
37829,2022-01-30 01:15:00,2022-01-30,01,6.9,0.0,0.0,0.0,0.0,62.0,2.0,70.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,1,2022-01-30 01:15:00,0.0,0.0
37830,2022-01-30 01:30:00,2022-01-30,01,6.9,0.0,0.0,0.0,0.0,62.0,2.0,70.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,1,2022-01-30 01:30:00,0.0,0.0
37831,2022-01-30 01:45:00,2022-01-30,01,6.9,0.0,0.0,0.0,0.0,62.0,2.0,70.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,1,2022-01-30 01:45:00,0.0,0.0
37832,2022-01-30 02:00:00,2022-01-30,02,6.7,0.0,0.0,0.0,0.0,63.0,8.0,72.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,2,2022-01-30 02:00:00,0.0,0.0
37833,2022-01-30 02:15:00,2022-01-30,02,6.7,0.0,0.0,0.0,0.0,63.0,8.0,72.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,2,2022-01-30 02:15:00,0.0,0.0
37834,2022-01-30 02:30:00,2022-01-30,02,6.7,0.0,0.0,0.0,0.0,63.0,8.0,72.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,2,2022-01-30 02:30:00,0.0,0.0
37835,2022-01-30 02:45:00,2022-01-30,02,6.7,0.0,0.0,0.0,0.0,63.0,8.0,72.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,2,2022-01-30 02:45:00,0.0,0.0
37836,2022-01-30 03:00:00,2022-01-30,03,6.4,0.0,0.0,0.0,0.0,66.0,6.0,69.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,3,2022-01-30 03:00:00,0.0,0.0
37837,2022-01-30 03:15:00,2022-01-30,03,6.4,0.0,0.0,0.0,0.0,66.0,6.0,69.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,3,2022-01-30 03:15:00,0.0,0.0
37838,2022-01-30 03:30:00,2022-01-30,03,6.4,0.0,0.0,0.0,0.0,66.0,6.0,69.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,3,2022-01-30 03:30:00,0.0,0.0
37839,2022-01-30 03:45:00,2022-01-30,03,6.4,0.0,0.0,0.0,0.0,66.0,6.0,69.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,3,2022-01-30 03:45:00,0.0,0.0
37840,2022-01-30 04:00:00,2022-01-30,04,6.1000000000000005,0.0,0.0,0.0,0.0,69.0,1.0,68.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,4,2022-01-30 04:00:00,0.0,0.0
37841,2022-01-30 04:15:00,2022-01-30,04,6.1000000000000005,0.0,0.0,0.0,0.0,69.0,1.0,68.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,4,2022-01-30 04:15:00,0.0,0.0
37842,2022-01-30 04:30:00,2022-01-30,04,6.1000000000000005,0.0,0.0,0.0,0.0,69.0,1.0,68.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,4,2022-01-30 04:30:00,0.0,0.0
37843,2022-01-30 04:45:00,2022-01-30,04,6.1000000000000005,0.0,0.0,0.0,0.0,69.0,1.0,68.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,4,2022-01-30 04:45:00,0.0,0.0
37844,2022-01-30 05:00:00,2022-01-30,05,5.9,0.0,0.0,0.0,0.0,67.0,2.0,69.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,5,2022-01-30 05:00:00,0.0,0.0
37845,2022-01-30 05:15:00,2022-01-30,05,5.9,0.0,0.0,0.0,0.0,67.0,2.0,69.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,5,2022-01-30 05:15:00,0.0,0.0
37846,2022-01-30 05:30:00,2022-01-30,05,5.9,0.0,0.0,0.0,0.0,67.0,2.0,69.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,5,2022-01-30 05:30:00,0.0,0.0
37847,2022-01-30 05:45:00,2022-01-30,05,5.9,0.0,0.0,0.0,0.0,67.0,2.0,69.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,5,2022-01-30 05:45:00,0.0,0.0
37848,2022-01-30 06:00:00,2022-01-30,06,6.0,0.0,0.0,0.0,0.0,65.0,2.0,71.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,6,2022-01-30 06:00:00,0.0,0.0
37849,2022-01-30 06:15:00,2022-01-30,06,6.0,0.0,0.0,0.0,0.0,65.0,2.0,71.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,6,2022-01-30 06:15:00,0.0,0.0
37850,2022-01-30 06:30:00,2022-01-30,06,6.0,0.0,0.0,0.0,0.0,65.0,2.0,71.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,6,2022-01-30 06:30:00,0.0,0.0
37851,2022-01-30 06:45:00,2022-01-30,06,6.0,0.0,0.0,0.0,0.0,65.0,2.0,71.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,6,2022-01-30 06:45:00,0.0,0.0
37852,2022-01-30 07:00:00,2022-01-30,07,5.4,0.0,0.0,0.0,0.0,64.0,2.0,71.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,7,2022-01-30 07:00:00,0.0,0.0
37853,2022-01-30 07:15:00,2022-01-30,07,5.4,0.0,0.0,0.0,0.0,64.0,2.0,71.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,7,2022-01-30 07:15:00,0.0,0.0
37854,2022-01-30 07:30:00,2022-01-30,07,5.4,0.0,0.0,0.0,0.0,64.0,2.0,71.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,7,2022-01-30 07:30:00,0.0,0.0
37855,2022-01-30 07:45:00,2022-01-30,07,5.4,0.0,0.0,0.0,0.0,64.0,2.0,71.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,7,2022-01-30 07:45:00,0.0,0.0
37856,2022-01-30 08:00:00,2022-01-30,08,5.4,0.0,4.0,0.0,0.0,62.0,1.0,71.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,8,2022-01-30 08:00:00,0.0,0.0
37857,2022-01-30 08:15:00,2022-01-30,08,5.4,0.0,4.0,0.0,0.0,62.0,1.0,71.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,8,2022-01-30 08:15:00,0.0,0.0
37858,2022-01-30 08:30:00,2022-01-30,08,5.4,0.0,4.0,0.0,0.0,62.0,1.0,71.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,8,2022-01-30 08:30:00,0.0,0.0
37859,2022-01-30 08:45:00,2022-01-30,08,5.4,0.0,4.0,0.0,0.0,62.0,1.0,71.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,8,2022-01-30 08:45:00,0.0,0.0
37860,2022-01-30 09:00:00,2022-01-30,09,6.4,10.0,30.0,0.0,0.0,62.0,1.0,69.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,9,2022-01-30 09:00:00,0.0,0.0
37861,2022-01-30 09:15:00,2022-01-30,09,6.4,10.0,30.0,0.0,0.0,62.0,1.0,69.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,9,2022-01-30 09:15:00,0.0,0.0
37862,2022-01-30 09:30:00,2022-01-30,09,6.4,10.0,30.0,0.0,0.0,62.0,1.0,69.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,9,2022-01-30 09:30:00,0.0,0.0
37863,2022-01-30 09:45:00,2022-01-30,09,6.4,10.0,30.0,0.0,0.0,62.0,1.0,69.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,9,2022-01-30 09:45:00,0.0,0.0
37864,2022-01-30 10:00:00,2022-01-30,10,7.4,10.0,68.0,0.0,0.0,62.0,1.0,63.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,10,2022-01-30 10:00:00,0.0,0.0
37865,2022-01-30 10:15:00,2022-01-30,10,7.4,10.0,68.0,0.0,0.0,62.0,1.0,63.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,10,2022-01-30 10:15:00,0.0,0.0
37866,2022-01-30 10:30:00,2022-01-30,10,7.4,10.0,68.0,0.0,0.0,62.0,1.0,63.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,10,2022-01-30 10:30:00,0.0,0.0
37867,2022-01-30 10:45:00,2022-01-30,10,7.4,10.0,68.0,0.0,0.0,62.0,1.0,63.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,10,2022-01-30 10:45:00,0.0,0.0
37868,2022-01-30 11:00:00,2022-01-30,11,7.6000000000000005,9.0,90.0,0.0,0.0,60.0,5.0,62.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,11,2022-01-30 11:00:00,0.0,0.0
37869,2022-01-30 11:15:00,2022-01-30,11,7.6000000000000005,9.0,90.0,0.0,0.0,60.0,5.0,62.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,11,2022-01-30 11:15:00,0.0,0.0
37870,2022-01-30 11:30:00,2022-01-30,11,7.6000000000000005,9.0,90.0,0.0,0.0,60.0,5.0,62.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,11,2022-01-30 11:30:00,0.0,0.0
37871,2022-01-30 11:45:00,2022-01-30,11,7.6000000000000005,9.0,90.0,0.0,0.0,60.0,5.0,62.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,11,2022-01-30 11:45:00,0.0,0.0
37872,2022-01-30 12:00:00,2022-01-30,12,7.300000000000001,7.0,81.0,0.0,0.0,62.0,2.0,58.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,12,2022-01-30 12:00:00,0.0,0.0
37873,2022-01-30 12:15:00,2022-01-30,12,7.300000000000001,7.0,81.0,0.0,0.0,62.0,2.0,58.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,12,2022-01-30 12:15:00,0.0,0.0
37874,2022-01-30 12:30:00,2022-01-30,12,7.300000000000001,7.0,81.0,0.0,0.0,62.0,2.0,58.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,12,2022-01-30 12:30:00,0.0,0.0
37875,2022-01-30 12:45:00,2022-01-30,12,7.300000000000001,7.0,81.0,0.0,0.0,62.0,2.0,58.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,12,2022-01-30 12:45:00,0.0,0.0
37876,2022-01-30 13:00:00,2022-01-30,13,7.6000000000000005,7.0,83.0,0.0,0.0,62.0,7.0,56.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,13,2022-01-30 13:00:00,0.0,0.0
37877,2022-01-30 13:15:00,2022-01-30,13,7.6000000000000005,7.0,83.0,0.0,0.0,62.0,7.0,56.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,13,2022-01-30 13:15:00,0.0,0.0
37878,2022-01-30 13:30:00,2022-01-30,13,7.6000000000000005,7.0,83.0,0.0,0.0,62.0,7.0,56.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,13,2022-01-30 13:30:00,0.0,0.0
37879,2022-01-30 13:45:00,2022-01-30,13,7.6000000000000005,7.0,83.0,0.0,0.0,62.0,7.0,56.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,13,2022-01-30 13:45:00,0.0,0.0
37880,2022-01-30 14:00:00,2022-01-30,14,7.4,5.0,58.0,0.0,0.0,63.0,4.0,59.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,14,2022-01-30 14:00:00,0.0,0.0
37881,2022-01-30 14:15:00,2022-01-30,14,7.4,5.0,58.0,0.0,0.0,63.0,4.0,59.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,14,2022-01-30 14:15:00,0.0,0.0
37882,2022-01-30 14:30:00,2022-01-30,14,7.4,5.0,58.0,0.0,0.0,63.0,4.0,59.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,14,2022-01-30 14:30:00,0.0,0.0
37883,2022-01-30 14:45:00,2022-01-30,14,7.4,5.0,58.0,0.0,0.0,63.0,4.0,59.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,14,2022-01-30 14:45:00,0.0,0.0
37884,2022-01-30 15:00:00,2022-01-30,15,6.9,5.0,44.0,0.0,0.0,62.0,4.0,58.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,15,2022-01-30 15:00:00,0.0,0.0
37885,2022-01-30 15:15:00,2022-01-30,15,6.9,5.0,44.0,0.0,0.0,62.0,4.0,58.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,15,2022-01-30 15:15:00,0.0,0.0
37886,2022-01-30 15:30:00,2022-01-30,15,6.9,5.0,44.0,0.0,0.0,62.0,4.0,58.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,15,2022-01-30 15:30:00,0.0,0.0
37887,2022-01-30 15:45:00,2022-01-30,15,6.9,5.0,44.0,0.0,0.0,62.0,4.0,58.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,15,2022-01-30 15:45:00,0.0,0.0
37888,2022-01-30 16:00:00,2022-01-30,16,6.5,7.0,20.0,0.0,0.0,63.0,7.0,60.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,16,2022-01-30 16:00:00,0.0,0.0
37889,2022-01-30 16:15:00,2022-01-30,16,6.5,7.0,20.0,0.0,0.0,63.0,7.0,60.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,16,2022-01-30 16:15:00,0.0,0.0
37890,2022-01-30 16:30:00,2022-01-30,16,6.5,7.0,20.0,0.0,0.0,63.0,7.0,60.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,16,2022-01-30 16:30:00,0.0,0.0
37891,2022-01-30 16:45:00,2022-01-30,16,6.5,7.0,20.0,0.0,0.0,63.0,7.0,60.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,16,2022-01-30 16:45:00,0.0,0.0
37892,2022-01-30 17:00:00,2022-01-30,17,5.2,0.0,2.0,0.0,0.0,64.0,8.0,66.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,17,2022-01-30 17:00:00,0.0,0.0
37893,2022-01-30 17:15:00,2022-01-30,17,5.2,0.0,2.0,0.0,0.0,64.0,8.0,66.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,17,2022-01-30 17:15:00,0.0,0.0
37894,2022-01-30 17:30:00,2022-01-30,17,5.2,0.0,2.0,0.0,0.0,64.0,8.0,66.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,17,2022-01-30 17:30:00,0.0,0.0
37895,2022-01-30 17:45:00,2022-01-30,17,5.2,0.0,2.0,0.0,0.0,64.0,8.0,66.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,17,2022-01-30 17:45:00,0.0,0.0
37896,2022-01-30 18:00:00,2022-01-30,18,5.0,0.0,0.0,0.0,0.0,64.0,8.0,68.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,18,2022-01-30 18:00:00,0.0,0.0
37897,2022-01-30 18:15:00,2022-01-30,18,5.0,0.0,0.0,0.0,0.0,64.0,8.0,68.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,18,2022-01-30 18:15:00,0.0,0.0
37898,2022-01-30 18:30:00,2022-01-30,18,5.0,0.0,0.0,0.0,0.0,64.0,8.0,68.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,18,2022-01-30 18:30:00,0.0,0.0
37899,2022-01-30 18:45:00,2022-01-30,18,5.0,0.0,0.0,0.0,0.0,64.0,8.0,68.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,18,2022-01-30 18:45:00,0.0,0.0
37900,2022-01-30 19:00:00,2022-01-30,19,5.1000000000000005,0.0,0.0,0.0,0.0,65.0,8.0,74.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,19,2022-01-30 19:00:00,0.0,0.0
37901,2022-01-30 19:15:00,2022-01-30,19,5.1000000000000005,0.0,0.0,0.0,0.0,65.0,8.0,74.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,19,2022-01-30 19:15:00,0.0,0.0
37902,2022-01-30 19:30:00,2022-01-30,19,5.1000000000000005,0.0,0.0,0.0,0.0,65.0,8.0,74.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,19,2022-01-30 19:30:00,0.0,0.0
37903,2022-01-30 19:45:00,2022-01-30,19,5.1000000000000005,0.0,0.0,0.0,0.0,65.0,8.0,74.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,19,2022-01-30 19:45:00,0.0,0.0
37904,2022-01-30 20:00:00,2022-01-30,20,4.800000000000001,0.0,0.0,0.0,0.0,65.0,8.0,82.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,20,2022-01-30 20:00:00,0.0,0.0
37905,2022-01-30 20:15:00,2022-01-30,20,4.800000000000001,0.0,0.0,0.0,0.0,65.0,8.0,82.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,20,2022-01-30 20:15:00,0.0,0.0
37906,2022-01-30 20:30:00,2022-01-30,20,4.800000000000001,0.0,0.0,0.0,0.0,65.0,8.0,82.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,20,2022-01-30 20:30:00,0.0,0.0
37907,2022-01-30 20:45:00,2022-01-30,20,4.800000000000001,0.0,0.0,0.0,0.0,65.0,8.0,82.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,20,2022-01-30 20:45:00,0.0,0.0
37908,2022-01-30 21:00:00,2022-01-30,21,4.6000000000000005,0.0,0.0,0.0,0.0,66.0,8.0,81.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,21,2022-01-30 21:00:00,0.0,0.0
37909,2022-01-30 21:15:00,2022-01-30,21,4.6000000000000005,0.0,0.0,0.0,0.0,66.0,8.0,81.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,21,2022-01-30 21:15:00,0.0,0.0
37910,2022-01-30 21:30:00,2022-01-30,21,4.6000000000000005,0.0,0.0,0.0,0.0,66.0,8.0,81.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,21,2022-01-30 21:30:00,0.0,0.0
37911,2022-01-30 21:45:00,2022-01-30,21,4.6000000000000005,0.0,0.0,0.0,0.0,66.0,8.0,81.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,21,2022-01-30 21:45:00,0.0,0.0
37912,2022-01-30 22:00:00,2022-01-30,22,4.5,0.0,0.0,0.0,-1.0,66.0,8.0,82.0,0.0,1.0,0.0,0.0,0.0,2022,1,6,22,2022-01-30 22:00:00,0.0,0.0
37913,2022-01-30 22:15:00,2022-01-30,22,4.5,0.0,0.0,0.0,-1.0,66.0,8.0,82.0,0.0,1.0,0.0,0.0,0.0,2022,1,6,22,2022-01-30 22:15:00,0.0,0.0
37914,2022-01-30 22:30:00,2022-01-30,22,4.5,0.0,0.0,0.0,-1.0,66.0,8.0,82.0,0.0,1.0,0.0,0.0,0.0,2022,1,6,22,2022-01-30 22:30:00,0.0,0.0
37915,2022-01-30 22:45:00,2022-01-30,22,4.5,0.0,0.0,0.0,-1.0,66.0,8.0,82.0,0.0,1.0,0.0,0.0,0.0,2022,1,6,22,2022-01-30 22:45:00,0.0,0.0
37916,2022-01-30 23:00:00,2022-01-30,23,4.5,0.0,0.0,0.0,0.0,66.0,7.0,81.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,23,2022-01-30 23:00:00,0.0,0.0
37917,2022-01-30 23:15:00,2022-01-30,23,4.5,0.0,0.0,0.0,0.0,66.0,7.0,81.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,23,2022-01-30 23:15:00,0.0,0.0
37918,2022-01-30 23:30:00,2022-01-30,23,4.5,0.0,0.0,0.0,0.0,66.0,7.0,81.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,23,2022-01-30 23:30:00,0.0,0.0
37919,2022-01-30 23:45:00,2022-01-30,23,4.5,0.0,0.0,0.0,0.0,66.0,7.0,81.0,0.0,0.0,0.0,0.0,0.0,2022,1,6,23,2022-01-30 23:45:00,0.0,0.0
37920,2022-01-31 00:00:00,2022-01-31,00,3.7,0.0,0.0,0.0,0.0,67.0,7.0,82.0,0.0,0.0,0.0,0.0,0.0,2022,1,0,0,2022-01-31 00:00:00,0.0,0.0
37921,2022-01-31 00:15:00,2022-01-31,00,3.7,0.0,0.0,0.0,0.0,67.0,7.0,82.0,0.0,0.0,0.0,0.0,0.0,2022,1,0,0,2022-01-31 00:15:00,0.0,0.0
37922,2022-01-31 00:30:00,2022-01-31,00,3.7,0.0,0.0,0.0,0.0,67.0,7.0,82.0,0.0,0.0,0.0,0.0,0.0,2022,1,0,0,2022-01-31 00:30:00,0.0,0.0
37923,2022-01-31 00:45:00,2022-01-31,00,3.7,0.0,0.0,0.0,0.0,67.0,7.0,82.0,0.0,0.0,0.0,0.0,0.0,2022,1,0,0,2022-01-31 00:45:00,0.0,0.0
37924,2022-01-31 01:00:00,2022-01-31,01,4.6000000000000005,0.0,0.0,7.0,12.0,50.0,8.0,92.0,0.0,1.0,0.0,0.0,0.0,2022,1,0,1,2022-01-31 01:00:00,0.0,0.0
37925,2022-01-31 01:15:00,2022-01-31,01,4.6000000000000005,0.0,0.0,7.0,12.0,50.0,8.0,92.0,0.0,1.0,0.0,0.0,0.0,2022,1,0,1,2022-01-31 01:15:00,0.0,0.0
37926,2022-01-31 01:30:00,2022-01-31,01,4.6000000000000005,0.0,0.0,7.0,12.0,50.0,8.0,92.0,0.0,1.0,0.0,0.0,0.0,2022,1,0,1,2022-01-31 01:30:00,0.0,0.0
37927,2022-01-31 01:45:00,2022-01-31,01,4.6000000000000005,0.0,0.0,7.0,12.0,50.0,8.0,92.0,0.0,1.0,0.0,0.0,0.0,2022,1,0,1,2022-01-31 01:45:00,0.0,0.0
37928,2022-01-31 02:00:00,2022-01-31,02,4.9,0.0,0.0,10.0,28.0,48.0,8.0,94.0,0.0,1.0,0.0,0.0,0.0,2022,1,0,2,2022-01-31 02:00:00,0.0,0.0
37929,2022-01-31 02:15:00,2022-01-31,02,4.9,0.0,0.0,10.0,28.0,48.0,8.0,94.0,0.0,1.0,0.0,0.0,0.0,2022,1,0,2,2022-01-31 02:15:00,0.0,0.0
37930,2022-01-31 02:30:00,2022-01-31,02,4.9,0.0,0.0,10.0,28.0,48.0,8.0,94.0,0.0,1.0,0.0,0.0,0.0,2022,1,0,2,2022-01-31 02:30:00,0.0,0.0
37931,2022-01-31 02:45:00,2022-01-31,02,4.9,0.0,0.0,10.0,28.0,48.0,8.0,94.0,0.0,1.0,0.0,0.0,0.0,2022,1,0,2,2022-01-31 02:45:00,0.0,0.0
37932,2022-01-31 03:00:00,2022-01-31,03,6.800000000000001,0.0,0.0,5.0,10.0,66.0,8.0,86.0,0.0,1.0,0.0,0.0,0.0,2022,1,0,3,2022-01-31 03:00:00,0.0,0.0
37933,2022-01-31 03:15:00,2022-01-31,03,6.800000000000001,0.0,0.0,5.0,10.0,66.0,8.0,86.0,0.0,1.0,0.0,0.0,0.0,2022,1,0,3,2022-01-31 03:15:00,0.0,0.0
37934,2022-01-31 03:30:00,2022-01-31,03,6.800000000000001,0.0,0.0,5.0,10.0,66.0,8.0,86.0,0.0,1.0,0.0,0.0,0.0,2022,1,0,3,2022-01-31 03:30:00,0.0,0.0
37935,2022-01-31 03:45:00,2022-01-31,03,6.800000000000001,0.0,0.0,5.0,10.0,66.0,8.0,86.0,0.0,1.0,0.0,0.0,0.0,2022,1,0,3,2022-01-31 03:45:00,0.0,0.0
37936,2022-01-31 04:00:00,2022-01-31,04,6.9,0.0,0.0,0.0,0.0,69.0,8.0,77.0,0.0,0.0,0.0,0.0,0.0,2022,1,0,4,2022-01-31 04:00:00,0.0,0.0
37937,2022-01-31 04:15:00,2022-01-31,04,6.9,0.0,0.0,0.0,0.0,69.0,8.0,77.0,0.0,0.0,0.0,0.0,0.0,2022,1,0,4,2022-01-31 04:15:00,0.0,0.0
37938,2022-01-31 04:30:00,2022-01-31,04,6.9,0.0,0.0,0.0,0.0,69.0,8.0,77.0,0.0,0.0,0.0,0.0,0.0,2022,1,0,4,2022-01-31 04:30:00,0.0,0.0
37939,2022-01-31 04:45:00,2022-01-31,04,6.9,0.0,0.0,0.0,0.0,69.0,8.0,77.0,0.0,0.0,0.0,0.0,0.0,2022,1,0,4,2022-01-31 04:45:00,0.0,0.0
37940,2022-01-31 05:00:00,2022-01-31,05,6.9,0.0,0.0,0.0,-1.0,65.0,8.0,73.0,0.0,1.0,0.0,0.0,0.0,2022,1,0,5,2022-01-31 05:00:00,0.0,0.0
37941,2022-01-31 05:15:00,2022-01-31,05,6.9,0.0,0.0,0.0,-1.0,65.0,8.0,73.0,0.0,1.0,0.0,0.0,0.0,2022,1,0,5,2022-01-31 05:15:00,0.0,0.0
37942,2022-01-31 05:30:00,2022-01-31,05,6.9,0.0,0.0,0.0,-1.0,65.0,8.0,73.0,0.0,1.0,0.0,0.0,0.0,2022,1,0,5,2022-01-31 05:30:00,0.0,0.0
37943,2022-01-31 05:45:00,2022-01-31,05,6.9,0.0,0.0,0.0,-1.0,65.0,8.0,73.0,0.0,1.0,0.0,0.0,0.0,2022,1,0,5,2022-01-31 05:45:00,0.0,0.0
37944,2022-01-31 06:00:00,2022-01-31,06,6.0,0.0,0.0,10.0,13.0,57.0,8.0,83.0,0.0,1.0,0.0,0.0,0.0,2022,1,0,6,2022-01-31 06:00:00,0.0,0.0
37945,2022-01-31 06:15:00,2022-01-31,06,6.0,0.0,0.0,10.0,13.0,57.0,8.0,83.0,0.0,1.0,0.0,0.0,0.0,2022,1,0,6,2022-01-31 06:15:00,2.0994014148376565,1.0
37946,2022-01-31 06:30:00,2022-01-31,06,6.0,0.0,0.0,10.0,13.0,57.0,8.0,83.0,0.0,1.0,0.0,0.0,0.0,2022,1,0,6,2022-01-31 06:30:00,2.0994014148376565,1.0
37947,2022-01-31 06:45:00,2022-01-31,06,6.0,0.0,0.0,10.0,13.0,57.0,8.0,83.0,0.0,1.0,0.0,0.0,0.0,2022,1,0,6,2022-01-31 06:45:00,4.272986320498034,2.0
37948,2022-01-31 07:00:00,2022-01-31,07,5.7,0.0,0.0,10.0,6.0,59.0,8.0,84.0,0.0,1.0,0.0,0.0,0.0,2022,1,0,7,2022-01-31 07:00:00,4.272986320498034,2.0
37949,2022-01-31 07:15:00,2022-01-31,07,5.7,0.0,0.0,10.0,6.0,59.0,8.0,84.0,0.0,1.0,0.0,0.0,0.0,2022,1,0,7,2022-01-31 07:15:00,4.272986320498034,2.0
37950,2022-01-31 07:30:00,2022-01-31,07,5.7,0.0,0.0,10.0,6.0,59.0,8.0,84.0,0.0,1.0,0.0,0.0,0.0,2022,1,0,7,2022-01-31 07:30:00,4.272986320498034,2.0
37951,2022-01-31 07:45:00,2022-01-31,07,5.7,0.0,0.0,10.0,6.0,59.0,8.0,84.0,0.0,1.0,0.0,0.0,0.0,2022,1,0,7,2022-01-31 07:45:00,10.80152977840218,3.0
