DateTime,MinuteOfDay,Day,Month,Tair,WS,RH,SS2,GHI_2,P
9/1/2021 6:00,360,1,9,0,0,0,145.7888959,9.848228353,145.7888959
9/1/2021 6:15,375,1,9,0,0,0,158.4574995,10.29877635,158.4574995
9/1/2021 6:30,390,1,9,0,0,0,-38.92604932,-1.853618077,-38.92604932
9/1/2021 6:45,405,1,9,0,0,0,-205.8947515,-12.95298604,-205.8947515
9/1/2021 7:00,420,1,9,0,0,0,-64.32825366,-7.355391714,-64.32825366
9/1/2021 7:15,435,1,9,15.2,0.935,0.805,171.3329128,5.752433707,171.3329128
9/1/2021 7:30,450,1,9,15.3,1.32,0.81,129.3827331,7.84218313,129.3827331
9/1/2021 7:45,465,1,9,15.4,1.375,0.79,-42.15633783,1.461968675,-42.15633783
9/1/2021 8:00,480,1,9,15.6,1.42,0.79,-67.39237745,-4.281206595,-67.39237745
9/1/2021 8:15,495,1,9,15.7,1.45,0.78,-70.5874466,-6.645570432,-70.5874466
9/1/2021 8:30,510,1,9,15.7,1.44,0.77,-164.4004744,-0.507423676,-164.4004744
9/1/2021 8:45,525,1,9,15.9,1.315,0.765,-141.998951,8.494189867,-141.998951
9/1/2021 9:00,540,1,9,16,1.07,0.75,131.4893294,5.913397892,131.4893294
9/1/2021 9:15,555,1,9,16.15,1.2,0.735,388.0934906,-3.527356944,388.0934906
9/1/2021 9:30,570,1,9,16.3,1.36,0.72,291.3827118,-6.252157736,291.3827118
9/1/2021 9:45,585,1,9,16.45,1.305,0.7,-67.73651093,-1.926413421,-67.73651093
9/1/2021 10:00,600,1,9,16.5,1.34,0.69,-384.1593251,5.60043486,-384.1593251
9/1/2021 10:15,615,1,9,16.6,1.595,0.7,-446.3067122,6.942552257,-446.3067122
9/1/2021 10:30,630,1,9,16.7,1.44,0.71,-102.9514119,-9.123877046,-102.9514119
9/1/2021 10:45,645,1,9,16.9,1.55,0.695,350.8288487,-21.35982566,350.8288487
9/1/2021 11:00,660,1,9,17.1,1.5,0.67,350.2509111,0.567784246,350.2509111
9/1/2021 11:15,675,1,9,17.2,1.545,0.655,62.9164201,29.62934782,62.9164201
9/1/2021 11:30,690,1,9,17.4,2,0.68,-14.40936376,20.96742543,-14.40936376
9/1/2021 11:45,705,1,9,17.35,1.84,0.67,-21.36564814,-8.690154674,-21.36564814
9/1/2021 12:00,720,1,9,17.7,1.44,0.65,-168.9269994,-23.06313931,-168.9269994
9/1/2021 12:15,735,1,9,17.55,1.565,0.65,-238.1161292,-19.56390214,-238.1161292
9/1/2021 12:30,750,1,9,17.7,1.4,0.65,-99.0332084,-0.346919966,-99.0332084
9/1/2021 12:45,765,1,9,17.7,1.575,0.645,101.6295407,21.76950664,101.6295407
9/1/2021 13:00,780,1,9,18.1,1.13,0.65,218.2712647,16.79327893,218.2712647
9/1/2021 13:15,795,1,9,17.8,1.675,0.66,194.1710426,-5.758724141,194.1710426
9/1/2021 13:30,810,1,9,17.7,1.85,0.67,16.25179879,-12.2874134,16.25179879
9/1/2021 13:45,825,1,9,17.7,1.81,0.67,-186.0837901,-5.269672072,-186.0837901
9/1/2021 14:00,840,1,9,17.6,1.48,0.68,-192.1855948,2.302660206,-192.1855948
9/1/2021 14:15,855,1,9,17.85,1.545,0.67,-19.91412382,7.784027344,-19.91412382
9/1/2021 14:30,870,1,9,17.7,1.54,0.68,140.1100698,1.729385696,140.1100698
9/1/2021 14:45,885,1,9,17.8,1.345,0.665,179.6414134,-8.338823072,179.6414134
9/1/2021 15:00,900,1,9,17.9,1.15,0.68,27.95384803,-1.854287464,27.95384803
9/1/2021 15:15,915,1,9,17.95,1.375,0.67,-189.9868033,8.90202011,-189.9868033
9/1/2021 15:30,930,1,9,17.9,1.69,0.68,-186.9859011,1.960539362,-186.9859011
9/1/2021 15:45,945,1,9,17.85,1.44,0.685,4.388132837,-8.196646864,4.388132837
9/1/2021 16:00,960,1,9,17.8,1.32,0.68,157.4048981,-2.021566544,157.4048981
9/1/2021 16:15,975,1,9,17.55,1.5,0.69,193.6148892,6.913694727,193.6148892
9/1/2021 16:30,990,1,9,17.5,1.29,0.7,57.61594425,2.091471824,57.61594425
9/1/2021 16:45,1005,1,9,0,0,0,-148.9015158,-5.712208171,-148.9015158
9/1/2021 17:00,1020,1,9,0,0,0,-161.417847,-3.412287578,-161.417847
9/1/2021 17:15,1035,1,9,0,0,0,-29.06376088,1.947570873,-29.06376088
9/1/2021 17:30,1050,1,9,0,0,0,31.86284043,2.107517652,31.86284043
9/1/2021 17:45,1065,1,9,0,0,0,47.35840577,1.05753185,47.35840577
9/1/2021 18:00,1080,1,9,0,0,0,64.92245023,2.085995842,64.92245023
9/1/2021 18:15,1095,1,9,0,0,0,35.71873444,2.670262888,35.71873444
9/1/2021 18:30,1110,1,9,0,0,0,-9.659425342,1.81949883,-9.659425342
9/1/2021 18:45,1125,1,9,0,0,0,-14.47624557,-0.062821457,-14.47624557
9/1/2021 19:00,1140,1,9,0,0,0,21.06945548,-4.082261962,21.06945548
9/1/2021 19:15,1155,1,9,0,0,0,32.18591063,-11.09799775,32.18591063
9/1/2021 19:30,1170,1,9,0,0,0,-51.44101554,-17.66816438,-51.44101554
9/1/2021 19:45,1185,1,9,0,0,0,-123.2126173,-9.724729041,-123.2126173
9/2/2021 6:00,360,2,9,8.9,0.9,0.99,-31.07493774,22.4276008,-31.07493774
9/2/2021 6:15,375,2,9,10.15,0.46,0.995,78.18521462,48.53579237,78.18521462
9/2/2021 6:30,390,2,9,11.6,0.06,0.99,-9.903571789,28.14215554,-9.903571789
9/2/2021 6:45,405,2,9,12.65,0.03,0.975,-137.5266448,-15.54937816,-137.5266448
9/2/2021 7:00,420,2,9,13.9,0,0.96,-47.17197775,-35.21921327,-47.17197775
9/2/2021 7:15,435,2,9,14.7,0.46,0.9,218.6679949,-41.45579836,218.6679949
9/2/2021 7:30,450,2,9,15.8,1.11,0.84,473.1103705,-51.44826675,473.1103705
9/2/2021 7:45,465,2,9,16.4,1.55,0.79,406.1074965,-25.48348065,406.1074965
9/2/2021 8:00,480,2,9,16.9,1.5,0.78,-263.0221488,59.02418925,-263.0221488
9/2/2021 8:15,495,2,9,17.05,1.47,0.72,-993.9670844,120.4734252,-993.9670844
9/2/2021 8:30,510,2,9,17.3,1.15,0.7,-860.4840163,66.05855467,-860.4840163
9/2/2021 8:45,525,2,9,16.9,1.015,0.72,45.81368068,-44.72800273,45.81368068
9/2/2021 9:00,540,2,9,17,1.11,0.71,997.1590164,-92.67817742,997.1590164
9/2/2021 9:15,555,2,9,17.2,1.315,0.705,1308.151567,-80.36844041,1308.151567
9/2/2021 9:30,570,2,9,17.3,1.95,0.71,372.2048847,-44.15255966,372.2048847
9/2/2021 9:45,585,2,9,17.4,1.985,0.7,-960.5454539,31.26286143,-960.5454539
9/2/2021 10:00,600,2,9,18,2.1,0.67,-1006.520114,115.1923181,-1006.520114
9/2/2021 10:15,615,2,9,18.2,1.695,0.68,-203.2411469,110.7045638,-203.2411469
9/2/2021 10:30,630,2,9,18.3,1.5,0.67,100.1691265,-27.62630614,100.1691265
9/2/2021 10:45,645,2,9,18.3,1.185,0.675,209.343548,-149.9765007,209.343548
9/2/2021 11:00,660,2,9,18.6,1.03,0.65,525.9097125,-63.87481311,525.9097125
9/2/2021 11:15,675,2,9,19.75,1.495,0.645,456.393129,91.37257206,456.393129
9/2/2021 11:30,690,2,9,19,1.93,0.64,-154.8492574,59.67630705,-154.8492574
9/2/2021 11:45,705,2,9,19.15,1.35,0.655,-562.1514718,-48.3473867,-562.1514718
9/2/2021 12:00,720,2,9,19.5,1.21,0.64,-162.6265774,-29.52390934,-162.6265774
9/2/2021 12:15,735,2,9,19.6,1.84,0.635,380.9065509,32.43907433,380.9065509
9/2/2021 12:30,750,2,9,19.9,1.03,0.62,89.50592832,31.8736776,89.50592832
9/2/2021 12:45,765,2,9,20.2,1.375,0.62,-335.9449189,10.36122992,-335.9449189
9/2/2021 13:00,780,2,9,20.3,0.94,0.61,144.0264735,-16.01504923,144.0264735
9/2/2021 13:15,795,2,9,20.45,1.265,0.6,501.4297306,-46.33712472,501.4297306
9/2/2021 13:30,810,2,9,20.4,2.31,0.64,-432.9991262,-34.70564131,-432.9991262
9/2/2021 13:45,825,2,9,20.8,2.375,0.615,-1153.733672,13.04956735,-1153.733672
9/2/2021 14:00,840,2,9,20.7,2.41,0.61,84.89029013,45.49659378,84.89029013
9/2/2021 14:15,855,2,9,21.2,2.79,0.595,1569.697062,42.20576466,1569.697062
9/2/2021 14:30,870,2,9,21.1,2.45,0.58,882.817574,-0.584994015,882.817574
9/2/2021 14:45,885,2,9,21.1,1.945,0.58,-706.476367,-46.98901841,-706.476367
9/2/2021 15:00,900,2,9,21.1,1.65,0.58,-989.0132927,-32.55830354,-989.0132927
9/2/2021 15:15,915,2,9,21.1,1.18,0.58,-466.6391211,16.32955739,-466.6391211
9/2/2021 15:30,930,2,9,22.2,0.82,0.56,-31.85447144,26.60359195,-31.85447144
9/2/2021 15:45,945,2,9,21.05,2.385,0.595,464.7309063,9.01492521,464.7309063
9/2/2021 16:00,960,2,9,20.4,1.81,0.63,659.328053,-3.771433585,659.328053
9/2/2021 16:15,975,2,9,21,1.295,0.595,246.7518917,-15.45174416,246.7518917
9/2/2021 16:30,990,2,9,20.8,2.02,0.61,-309.7124781,-15.49582833,-309.7124781
9/2/2021 16:45,1005,2,9,20.55,2.58,0.615,-550.0577529,1.225633516,-550.0577529
9/2/2021 17:00,1020,2,9,20.3,1.83,0.62,-196.4965395,13.90690835,-196.4965395
9/2/2021 17:15,1035,2,9,19.8,1.865,0.655,365.9890206,14.48952424,365.9890206
9/2/2021 17:30,1050,2,9,19.2,1.77,0.68,309.4706416,4.877925834,309.4706416
9/2/2021 17:45,1065,2,9,0,0,0,-109.8295251,-9.04686001,-109.8295251
9/2/2021 18:00,1080,2,9,0,0,0,-155.2281038,-11.66159818,-155.2281038
9/2/2021 18:15,1095,2,9,0,0,0,-17.65757956,-4.301278039,-17.65757956
9/2/2021 18:30,1110,2,9,0,0,0,-5.101015414,-0.324525536,-5.101015414
9/2/2021 18:45,1125,2,9,0,0,0,30.1772718,3.109118869,30.1772718
9/2/2021 19:00,1140,2,9,0,0,0,71.11666378,9.391664519,71.11666378
9/2/2021 19:15,1155,2,9,0,0,0,9.658049752,7.971339416,9.658049752
9/2/2021 19:30,1170,2,9,0,0,0,-79.75745449,-5.903185328,-79.75745449
9/2/2021 19:45,1185,2,9,0,0,0,-95.369235,-15.31925583,-95.369235
9/3/2021 6:00,360,3,9,11.6,1.01,1,16.22750159,-2.590309851,16.22750159
9/3/2021 6:15,375,3,9,12.6,1.82,0.98,148.4717095,14.53947135,148.4717095
9/3/2021 6:30,390,3,9,13.1,1.93,0.97,109.9410724,7.875065321,109.9410724
9/3/2021 6:45,405,3,9,13.7,1.77,0.955,-39.05945054,-8.043105083,-39.05945054
9/3/2021 7:00,420,3,9,14.6,1.77,0.92,-117.5673236,-6.666353002,-117.5673236
9/3/2021 7:15,435,3,9,15.35,1.635,0.88,-109.3054968,1.984431204,-109.3054968
9/3/2021 7:30,450,3,9,16,1.6,0.85,-32.1949782,2.60835693,-32.1949782
9/3/2021 7:45,465,3,9,16.35,2.81,0.825,76.28525392,1.071696462,76.28525392
9/3/2021 8:00,480,3,9,17.1,2.9,0.8,96.56063557,0.76591496,96.56063557
9/3/2021 8:15,495,3,9,17.55,3.415,0.78,36.49758475,-1.546637093,36.49758475
9/3/2021 8:30,510,3,9,17.8,2.8,0.76,-0.74990544,-3.429327764,-0.74990544
9/3/2021 8:45,525,3,9,18.35,3.1,0.745,-24.41721241,-2.192283559,-24.41721241
9/3/2021 9:00,540,3,9,18.4,3.17,0.74,-56.58912606,1.309799643,-56.58912606
9/3/2021 9:15,555,3,9,18.75,2.605,0.72,-56.4787598,4.948888649,-56.4787598
9/3/2021 9:30,570,3,9,18.9,3.32,0.71,-15.99782575,5.389197738,-15.99782575
9/3/2021 9:45,585,3,9,19.15,2.72,0.705,41.70481842,1.273330572,41.70481842
9/3/2021 10:00,600,3,9,19.7,3.01,0.68,91.13585403,-5.326454273,91.13585403
9/3/2021 10:15,615,3,9,19.95,2.285,0.68,83.05477273,-8.921528375,83.05477273
9/3/2021 10:30,630,3,9,20.1,2.22,0.66,-14.39107914,-3.663129897,-14.39107914
9/3/2021 10:45,645,3,9,20.5,2.47,0.65,-120.4420519,5.705803447,-120.4420519
9/3/2021 11:00,660,3,9,20.8,1.98,0.65,-111.0629335,8.376757906,-111.0629335
