DateTime,MinuteOfDay,Day,Month,Tair,WS,RH,SS3,GHI_3,P
9/1/2021 6:00,360,1,9,0,0,0,20.76791065,1.140643112,20.76791065
9/1/2021 6:15,375,1,9,0,0,0,3.046266998,0.155705216,3.046266998
9/1/2021 6:30,390,1,9,0,0,0,-39.37846271,-2.302193476,-39.37846271
9/1/2021 6:45,405,1,9,0,0,0,79.52032744,4.808668881,79.52032744
9/1/2021 7:00,420,1,9,0,0,0,-111.0586464,-6.918110389,-111.0586464
9/1/2021 7:15,435,1,9,15.2,0.935,0.805,124.1311551,8.030303462,124.1311551
9/1/2021 7:30,450,1,9,15.3,1.32,0.81,-109.6951405,-7.625857159,-109.6951405
9/1/2021 7:45,465,1,9,15.4,1.375,0.79,70.18154873,5.849256492,70.18154873
9/1/2021 8:00,480,1,9,15.6,1.42,0.79,-20.43333403,-3.511274178,-20.43333403
9/1/2021 8:15,495,1,9,15.7,1.45,0.78,-26.7609867,1.29335879,-26.7609867
9/1/2021 8:30,510,1,9,15.7,1.44,0.77,62.41592246,0.340443127,62.41592246
9/1/2021 8:45,525,1,9,15.9,1.315,0.765,-81.79139472,-1.23136079,-81.79139472
9/1/2021 9:00,540,1,9,16,1.07,0.75,89.04834838,1.678552509,89.04834838
9/1/2021 9:15,555,1,9,16.15,1.2,0.735,-87.03895693,-1.866156548,-87.03895693
9/1/2021 9:30,570,1,9,16.3,1.36,0.72,73.20170692,1.690565406,73.20170692
9/1/2021 9:45,585,1,9,16.45,1.305,0.7,-50.83290748,-1.198065188,-50.83290748
9/1/2021 10:00,600,1,9,16.5,1.34,0.69,27.90964789,0.569617158,27.90964789
9/1/2021 10:15,615,1,9,16.6,1.595,0.7,-11.68787826,-0.063781834,-11.68787826
9/1/2021 10:30,630,1,9,16.7,1.44,0.71,10.73531943,0.075833471,10.73531943
9/1/2021 10:45,645,1,9,16.9,1.55,0.695,-26.82000713,-0.781936998,-26.82000713
9/1/2021 11:00,660,1,9,17.1,1.5,0.67,46.66270532,1.984597464,46.66270532
9/1/2021 11:15,675,1,9,17.2,1.545,0.655,-59.2880647,-3.468934388,-59.2880647
9/1/2021 11:30,690,1,9,17.4,2,0.68,59.78371248,5.088094838,59.78371248
9/1/2021 11:45,705,1,9,17.35,1.84,0.67,-35.86729105,-6.643934206,-35.86729105
9/1/2021 12:00,720,1,9,17.7,1.44,0.65,-12.69961433,8.011722863,-12.69961433
9/1/2021 12:15,735,1,9,17.55,1.565,0.65,84.54149807,-9.02703607,84.54149807
9/1/2021 12:30,750,1,9,17.7,1.4,0.65,-185.9458469,9.4083803,-185.9458469
9/1/2021 12:45,765,1,9,17.7,1.575,0.645,288.0851604,-9.105237572,288.0851604
9/1/2021 13:00,780,1,9,18.1,1.13,0.65,-352.749223,8.256680442,-352.749223
9/1/2021 13:15,795,1,9,17.8,1.675,0.66,351.1121154,-7.036829595,351.1121154
9/1/2021 13:30,810,1,9,17.7,1.85,0.67,-254.154583,5.660812564,-254.154583
9/1/2021 13:45,825,1,9,17.7,1.81,0.67,93.92312923,-4.129203326,93.92312923
9/1/2021 14:00,840,1,9,17.6,1.48,0.68,58.27079356,2.380329573,58.27079356
9/1/2021 14:15,855,1,9,17.85,1.545,0.67,-147.0762088,-0.444542268,-147.0762088
9/1/2021 14:30,870,1,9,17.7,1.54,0.68,129.7204685,-1.592317423,129.7204685
9/1/2021 14:45,885,1,9,17.8,1.345,0.665,-29.00425378,3.272230369,-29.00425378
9/1/2021 15:00,900,1,9,17.9,1.15,0.68,-78.45773731,-4.083406106,-78.45773731
9/1/2021 15:15,915,1,9,17.95,1.375,0.67,136.4286069,3.711418178,136.4286069
9/1/2021 15:30,930,1,9,17.9,1.69,0.68,-113.834974,-1.944039647,-113.834974
9/1/2021 15:45,945,1,9,17.85,1.44,0.685,27.41067093,-0.747993605,27.41067093
9/1/2021 16:00,960,1,9,17.8,1.32,0.68,62.32877862,3.436783242,62.32877862
9/1/2021 16:15,975,1,9,17.55,1.5,0.69,-115.067999,-5.357682774,-115.067999
9/1/2021 16:30,990,1,9,17.5,1.29,0.7,119.6554901,5.898511731,119.6554901
9/1/2021 16:45,1005,1,9,0,0,0,-86.55497651,-5.111227179,-86.55497651
9/1/2021 17:00,1020,1,9,0,0,0,48.16116236,3.661258788,48.16116236
9/1/2021 17:15,1035,1,9,0,0,0,-22.70988526,-2.126086386,-22.70988526
