,actual,pred
589,1787.0,11921.312
590,6038.0,11373.045
591,9109.0,10711.851
592,13093.999999999998,9844.887
593,8559.0,9039.759
594,5111.0,8034.885
595,2488.0,6758.924
596,2427.0,5640.7925
597,2893.0,4847.168
598,5519.0,4029.225
599,3580.0000000000005,3495.8147
600,3258.0,2545.4312
601,1680.0,1841.3923
602,2183.0,1492.876
603,1662.9999999999998,918.35565
604,1864.0000000000002,605.8726
605,874.0,561.6508
606,0.0,269.78235
607,0.0,268.55862
608,0.0,401.79324
609,1996.0,492.8011
610,2088.0,704.0263
611,2398.0,1132.03
612,2344.0,1317.9904
613,2967.0,1246.4447
614,3372.0,1645.1655
615,3130.9999999999995,2153.826
616,1714.0000000000002,4144.0156
617,2084.0,4490.5
618,4621.0,5300.767
619,4406.0,5840.5254
620,3110.0,6263.3086
621,6377.0,6729.0415
622,2543.0,7032.016
623,1534.0,7082.3745
624,1758.0,7042.6343
625,3312.0,7067.8306
626,4147.0,7671.4116
627,5007.0,8106.194
628,5547.0,8395.602
629,5572.0,8770.051
630,5603.0,8917.081
631,3052.0,9387.719
632,2035.0,9935.237
633,2290.0,10341.252
634,1853.9999999999998,10919.947
635,2034.0,11114.327
636,1369.0,11447.85
637,3155.0000000000005,11529.408
638,3960.0,11999.717
639,3208.9999999999995,11932.14
640,4741.0,12019.283
641,2301.0,11853.779
642,1139.0,12154.718
643,2302.0,12031.315
644,1787.0,11924.0
645,6038.0,11274.8545
646,9109.0,10686.501
647,13093.999999999998,9997.981
648,8559.0,9099.567
649,5111.0,8300.355
650,2488.0,7249.6636
651,2427.0,5908.9233
652,2893.0,4756.6055
653,5519.0,3925.6902
654,3580.0000000000005,3085.5842
655,3258.0,2546.7322
656,1680.0,1646.4404
657,2183.0,1076.5991
658,1662.9999999999998,874.0117
659,1864.0000000000002,431.10095
660,874.0,271.2418
661,0.0,419.8162
662,0.0,284.07584
663,0.0,393.33255
664,1996.0,624.1508
665,2088.0,782.8998
666,2398.0,1057.7706
667,2344.0,1507.5431
668,2967.0,1732.788
669,3372.0,1646.7743
670,3130.9999999999995,2072.4878
671,4572.0,2543.5908
672,2084.0,4551.793
673,4621.0,4975.2627
674,4406.0,5838.8447
675,3110.0,6414.316
676,6377.0,6944.8057
677,2543.0,7444.2715
678,1534.0,7745.855
679,1758.0,7827.869
680,3312.0,7768.791
681,4147.0,7754.649
682,5007.0,8298.047
683,5547.0,8685.451
684,5572.0,8898.048
685,5603.0,9170.318
686,3052.0,9218.717
687,2035.0,9585.49
688,2290.0,10044.782
689,1853.9999999999998,10344.335
690,2034.0,10821.516
691,1369.0,10931.237
